SQ_CANDIDATO;CD_SG_UF;CD_TP_AGREMIACAO;CD_PARTIDO;CD_DS_NACIONALIDADE;CD_SG_UF_NASCIMENTO;NR_IDADE_DATA_POSSE;CD_DS_GENERO;CD_DS_GRAU_INSTRUCAO;CD_DS_ESTADO_CIVIL;CD_DS_COR_RACA;CD_DS_OCUPACAO;CD_ST_REELEICAO;CAT_CANDIDATO_A_PRESIDENTE;CAT_CANDIDATO_A_GOVERNADOR;CD_DS_PORTE;NR_IDADE_PARTIDO_2018;CD_DS_ESPECTRO_POLITICO;CD_DS_POSICIONAMENTO_IDEOLOGICO;CD_CAT_LEGALIZACAO_CANNABIS;CD_CAT_ESTATUTO_DESARMAMENTO;CD_CAT_DESCRIMINALIZACO_ABORTO;CD_CAT_CASAMENTO_LGBT;CD_CAT_REDUCAO_MAIORIDADE_PENAL;CD_CAT_PRIVATIZACOES_EMPRESAS_PUBLICAS;CD_CAT_COTAS_UNIVERSIDADES;CD_CAT_EDUCACAO_SEXUAL_GENERO_EM_ESCOLAS;CD_CAT_MISTURA_ENTRE_POLITICA_RELIGAO;CD_CAT_MILITARISMO;CD_CAT_RURALISMO;CD_CAT_TRABALHISMO;ANO_ELEICAO;TOTAL_FILIADOS;TOTAL_VALOR_BENS;SCORE;TOTAL_VALOR_DESPESAS;PUB_MKT;QT_VOTOS_NOMINAIS_TOTAL
160000001485;18;2;40;2;18;45;2;1;1;2;188;0;1;0;1;23;3;3;1;1;5;1;2;3;1;1;3;2;1;2;2014;32764;403500;0;9786.64;9565.89;1589
160000001486;18;2;40;2;18;54;2;5;1;4;188;0;1;0;1;23;3;3;1;1;5;1;2;3;1;1;3;2;1;2;2014;32764;207477.28;0;26996.24;11116.64;2072
160000623142;18;1;40;2;18;29;2;7;1;2;49;1;1;0;1;23;3;3;1;1;5;1;2;3;1;1;3;2;1;2;2018;32764;0;0;1553374.46;1291640.05;95386
160000623143;18;1;40;2;18;56;2;2;1;2;41;0;1;0;1;23;3;3;1;1;5;1;2;3;1;1;3;2;1;2;2018;32764;0;0;15990;2240;5338
160000623144;18;1;40;2;18;69;2;6;1;2;49;1;1;0;1;23;3;3;1;1;5;1;2;3;1;1;3;2;1;2;2018;32764;0;0;1251431.87;376576;51869
160000623145;18;1;40;2;18;63;2;6;1;2;49;1;1;0;1;23;3;3;1;1;5;1;2;3;1;1;3;2;1;2;2018;32764;0;0;2030222.77;374700.6;98214
160000623146;18;1;40;2;19;62;2;6;1;2;61;0;1;0;1;23;3;3;1;1;5;1;2;3;1;1;3;2;1;2;2018;32764;0;0;1922701.88;376429.6;19706
160000623147;18;1;40;2;18;53;1;3;2;4;61;0;1;0;1;23;3;3;1;1;5;1;2;3;1;1;3;2;1;2;2018;32764;0;0;50032.65;9947;344
160000623148;18;1;40;2;26;30;1;6;1;2;2;0;1;0;1;23;3;3;1;1;5;1;2;3;1;1;3;2;1;2;2018;32764;0;0;49998.59;13164.5;938
160000623149;18;1;40;2;18;31;2;6;1;2;61;0;1;0;1;23;3;3;1;1;5;1;2;3;1;1;3;2;1;2;2018;32764;0;0;34980.73;30185.73;24079
160000623150;18;1;40;2;18;36;1;7;4;2;69;0;1;0;1;23;3;3;1;1;5;1;2;3;1;1;3;2;1;2;2018;32764;0;0;49990.82;24953;2577
160000626165;18;1;40;2;26;49;2;6;1;4;190;0;0;1;2;22;2;1;7;4;2;4;1;1;3;2;1;2;5;1;2018;10252;0;0;0;0;131
160000626166;18;1;40;2;18;62;2;3;1;2;124;0;0;1;2;22;2;1;7;4;2;4;1;1;3;2;1;2;5;1;2018;10252;0;0;17876.5;10870;2498
160000626167;18;1;40;2;18;49;1;3;1;2;61;0;0;1;2;22;2;1;7;4;2;4;1;1;3;2;1;2;5;1;2018;10252;0;0;0;0;431
160000626168;18;1;40;3;28;54;2;6;3;5;46;0;0;1;2;22;2;1;7;4;2;4;1;1;3;2;1;2;5;1;2018;10252;0;0;405;400;540
160000626169;18;1;40;2;18;51;2;3;1;2;188;0;0;1;2;22;2;1;7;4;2;4;1;1;3;2;1;2;5;1;2018;10252;0;0;5444;5000;896
160000626170;18;1;40;2;6;57;2;7;3;2;94;0;0;1;2;22;2;1;7;4;2;4;1;1;3;2;1;2;5;1;2018;10252;0;0;0;0;62
160000626171;18;1;40;2;18;56;2;6;1;4;132;0;0;1;2;22;2;1;7;4;2;4;1;1;3;2;1;2;5;1;2018;10252;0;0;1874;1474;4265
170000000031;16;1;40;2;16;47;2;6;1;4;49;0;1;1;1;23;3;3;1;1;5;1;2;3;1;1;3;2;1;2;2014;33788;795727;62;548453.4;409008.59;113588
170000000032;16;1;40;2;6;51;2;6;1;4;124;0;1;1;1;23;3;3;1;1;5;1;2;3;1;1;3;2;1;2;2014;33788;685390.29;75;1360118.41;781115.69;102669
170000000035;16;1;40;2;16;35;2;6;4;4;49;0;1;1;1;23;3;3;1;1;5;1;2;3;1;1;3;2;1;2;2014;33788;1111854.64;12;1269332.12;850105.2;120059
170000000038;16;1;40;2;16;49;2;3;1;4;61;0;1;1;1;23;3;3;1;1;5;1;2;3;1;1;3;2;1;2;2014;33788;13026174.8;38;746649.66;616848.12;97380
170000000044;16;1;40;2;16;78;1;3;4;4;137;0;1;1;1;23;3;3;1;1;5;1;2;3;1;1;3;2;1;2;2014;33788;256743.59;12;289654.01;208816;24775
170000000047;16;1;40;2;16;39;2;3;1;4;61;0;1;1;1;23;3;3;1;1;5;1;2;3;1;1;3;2;1;2;2014;33788;11707580.13;62;1711849.17;1304276.32;187348
170000000048;16;1;40;2;16;57;1;1;4;5;124;0;0;0;2;22;2;1;7;4;2;4;1;1;3;2;1;2;5;1;2014;12180;0;0;0;0;539
170000000054;16;1;40;2;16;62;2;6;1;2;2;0;1;1;1;23;3;3;1;1;5;1;2;3;1;1;3;2;1;2;2014;33788;0;6700;164497.2;49381.6;21043
170000000065;16;1;40;2;16;61;1;7;5;4;94;0;1;1;1;23;3;3;1;1;5;1;2;3;1;1;3;2;1;2;2014;33788;0;0;0;0;1125
170000000066;16;1;40;2;16;31;2;6;1;4;45;0;1;1;1;23;3;3;1;1;5;1;2;3;1;1;3;2;1;2;2014;33788;339000;0;36822;14830;9090
170000000068;16;1;40;2;16;30;2;6;1;2;49;0;1;1;1;23;3;3;1;1;5;1;2;3;1;1;3;2;1;2;2014;33788;1140034.91;1050;911972.65;617534.65;112684
170000000070;16;1;40;2;26;52;2;3;1;4;124;0;1;1;1;23;3;3;1;1;5;1;2;3;1;1;3;2;1;2;2014;33788;540742.42;150;409076.05;247810;233762
170000000071;16;1;40;2;16;68;2;6;1;4;124;0;1;1;1;23;3;3;1;1;5;1;2;3;1;1;3;2;1;2;2014;33788;5641880.68;75;466985.31;194543.25;101452
170000000078;16;1;40;2;16;35;1;3;4;2;188;0;1;1;1;23;3;3;1;1;5;1;2;3;1;1;3;2;1;2;2014;33788;0;0;2000;0;335
170000610278;16;1;40;2;16;51;2;6;1;2;49;1;1;1;1;23;3;3;1;1;5;1;2;3;1;1;3;2;1;2;2018;33788;0;6;1317012.04;1132746.51;91635
170000610279;16;1;40;2;16;46;2;6;2;2;188;0;1;1;1;23;3;3;1;1;5;1;2;3;1;1;3;2;1;2;2018;33788;0;0;29909.95;17909.95;11850
170000610281;16;1;40;2;10;54;2;6;1;2;155;0;1;1;1;23;3;3;1;1;5;1;2;3;1;1;3;2;1;2;2018;33788;0;3;1648222.45;759184.2;43649
170000610283;16;1;40;2;16;43;2;6;1;2;188;0;1;1;1;23;3;3;1;1;5;1;2;3;1;1;3;2;1;2;2018;33788;0;0;0;0;52
170000610284;16;1;40;2;16;72;2;6;1;2;49;1;1;1;1;23;3;3;1;1;5;1;2;3;1;1;3;2;1;2;2018;33788;0;6;1454552.91;783013;80498
170000610285;16;1;40;2;16;43;2;7;1;2;49;1;1;1;1;23;3;3;1;1;5;1;2;3;1;1;3;2;1;2;2018;33788;0;6;1926907.29;1564139.2;114268
170000610286;16;1;40;2;16;25;2;6;4;2;64;0;1;1;1;23;3;3;1;1;5;1;2;3;1;1;3;2;1;2;2018;33788;0;100;1708980.33;1331680;460387
170000610287;16;1;40;2;16;31;1;6;4;2;94;0;1;1;1;23;3;3;1;1;5;1;2;3;1;1;3;2;1;2;2018;33788;0;0;99986.1;69770;1220
170000610288;16;1;40;2;16;72;1;7;4;5;124;0;1;1;1;23;3;3;1;1;5;1;2;3;1;1;3;2;1;2;2018;33788;0;0;100000;89500;979
170000610289;16;1;40;2;16;50;2;6;1;2;156;0;1;1;1;23;3;3;1;1;5;1;2;3;1;1;3;2;1;2;2018;33788;0;0;18452.09;10997;7289
170000610291;16;1;40;2;6;55;2;6;1;2;49;1;1;1;1;23;3;3;1;1;5;1;2;3;1;1;3;2;1;2;2018;33788;0;3;1363748.45;469999;53597
170000610292;16;1;40;2;16;65;1;6;4;2;57;0;1;1;1;23;3;3;1;1;5;1;2;3;1;1;3;2;1;2;2018;33788;0;0;10000;9300;2024
170000610293;16;1;40;2;16;53;1;6;1;2;139;0;1;1;1;23;3;3;1;1;5;1;2;3;1;1;3;2;1;2;2018;33788;0;0;199998.85;188980;4910
170000610294;16;1;40;2;16;44;1;3;4;4;157;0;1;1;1;23;3;3;1;1;5;1;2;3;1;1;3;2;1;2;2018;33788;0;0;210026.4;68300;4068
170000610295;16;1;40;2;16;66;2;6;1;2;2;0;1;1;1;23;3;3;1;1;5;1;2;3;1;1;3;2;1;2;2018;33788;0;0;540207.88;325706;14647
170000610296;16;1;40;2;18;67;1;3;4;2;124;0;1;1;1;23;3;3;1;1;5;1;2;3;1;1;3;2;1;2;2018;33788;0;0;299502.07;227638;1474
170000626509;16;1;40;2;16;51;2;1;1;2;41;0;0;0;2;22;2;1;7;4;2;4;1;1;3;2;1;2;5;1;2018;12180;0;0;0;0;262
170000626511;16;1;40;2;16;55;2;6;1;4;137;0;0;0;2;22;2;1;7;4;2;4;1;1;3;2;1;2;5;1;2018;12180;0;0;630;630;706
170000626570;16;1;40;2;16;52;1;6;4;2;189;0;0;0;2;22;2;1;7;4;2;4;1;1;3;2;1;2;5;1;2018;12180;0;0;0;0;178
170000626573;16;1;40;2;19;71;2;7;4;2;124;0;0;0;2;22;2;1;7;4;2;4;1;1;3;2;1;2;5;1;2018;12180;0;0;0;0;206
170000626609;16;1;40;2;16;56;2;6;1;4;89;0;0;0;2;22;2;1;7;4;2;4;1;1;3;2;1;2;5;1;2018;12180;0;0;19.67;18.1;329
180000000061;17;1;40;2;17;67;2;6;1;2;57;1;1;0;1;23;3;3;1;1;5;1;2;3;1;1;3;2;1;2;2014;14844;1981128.02;44;1117147.54;493517.72;129276
180000000062;17;1;40;2;17;64;2;7;1;2;154;0;1;0;1;23;3;3;1;1;5;1;2;3;1;1;3;2;1;2;2014;14844;5161172.12;3100;4165432.34;1057898.1;90898
180000000063;17;1;40;2;17;57;2;6;1;2;64;0;1;0;1;23;3;3;1;1;5;1;2;3;1;1;3;2;1;2;2014;14844;390000;0;19056.64;2600;2479
180000000064;17;1;40;2;17;32;2;6;1;2;117;0;1;0;1;23;3;3;1;1;5;1;2;3;1;1;3;2;1;2;2014;14844;263999.54;7700;448878.91;131914.12;92349
180000000065;17;1;40;2;17;46;2;3;1;4;88;0;0;0;2;22;2;1;7;4;2;4;1;1;3;2;1;2;5;1;2014;3131;79000;0;5462;4100;582
180000000066;17;1;40;2;17;35;1;6;4;2;127;0;0;0;2;22;2;1;7;4;2;4;1;1;3;2;1;2;5;1;2014;3131;0;0;3162;1800;150
180000000067;17;1;40;2;17;52;2;7;1;4;41;0;0;0;2;22;2;1;7;4;2;4;1;1;3;2;1;2;5;1;2014;3131;0;0;37498.28;5298.28;1266
180000604125;17;1;40;2;17;61;2;6;1;2;64;0;1;0;1;23;3;3;1;1;5;1;2;3;1;1;3;2;1;2;2018;14844;0;0;14930.03;7750;1637
180000604126;17;1;40;2;17;47;1;6;2;2;49;0;1;0;1;23;3;3;1;1;5;1;2;3;1;1;3;2;1;2;2018;14844;0;12;532027.12;433129;16996
180000604128;17;1;40;2;17;71;2;6;1;2;57;1;1;0;1;23;3;3;1;1;5;1;2;3;1;1;3;2;1;2;2018;14844;0;12;1351996.91;897472.12;54095
180000608765;17;1;40;2;17;38;1;6;1;2;101;0;0;0;2;22;2;1;7;4;2;4;1;1;3;2;1;2;5;1;2018;3131;0;56;578096.7;249200;70828
180000629284;17;1;40;2;17;46;2;3;4;4;41;0;1;0;1;23;3;3;1;1;5;1;2;3;1;1;3;2;1;2;2018;14844;0;0;15650;6590;3208
190000000643;19;1;40;2;19;41;1;6;2;2;156;0;1;0;1;23;3;3;1;1;5;1;2;3;1;1;3;2;1;2;2014;39194;77000;0;3670;2940;3135
190000000644;19;1;40;2;19;62;1;6;1;5;20;0;1;0;1;23;3;3;1;1;5;1;2;3;1;1;3;2;1;2;2014;39194;0;0;3544;2814;790
190000000645;19;1;40;2;19;67;2;6;2;2;101;0;1;0;1;23;3;3;1;1;5;1;2;3;1;1;3;2;1;2;2014;39194;493365.9;0;215895.49;188420;35463
190000000646;19;1;40;2;19;28;2;6;4;2;94;0;1;0;1;23;3;3;1;1;5;1;2;3;1;1;3;2;1;2;2014;39194;18000;0;4394;3599;1215
190000000647;19;1;40;2;19;62;2;6;2;2;101;0;1;0;1;23;3;3;1;1;5;1;2;3;1;1;3;2;1;2;2014;39194;80000;0;9642;9626;3167
190000000648;19;1;40;2;19;43;2;6;4;2;155;0;1;0;1;23;3;3;1;1;5;1;2;3;1;1;3;2;1;2;2014;39194;0;0;3544.45;2818;740
190000000649;19;1;40;2;19;67;2;7;2;2;181;0;1;0;1;23;3;3;1;1;5;1;2;3;1;1;3;2;1;2;2014;39194;2667715.15;0;3861.5;2540;258
190000000650;19;1;40;2;19;47;2;7;1;2;54;0;1;0;1;23;3;3;1;1;5;1;2;3;1;1;3;2;1;2;2014;39194;100441.32;0;1162.45;1040;1008
190000000651;19;1;40;2;19;38;1;6;2;2;2;0;1;0;1;23;3;3;1;1;5;1;2;3;1;1;3;2;1;2;2014;39194;0;0;730;0;486
190000000652;19;1;40;2;19;31;1;3;1;5;34;0;1;0;1;23;3;3;1;1;5;1;2;3;1;1;3;2;1;2;2014;39194;0;0;1394;1314;500
190000000653;19;1;40;2;19;57;2;6;1;4;2;0;1;0;1;23;3;3;1;1;5;1;2;3;1;1;3;2;1;2;2014;39194;0;0;12203.75;9345.8;597
190000000654;19;1;40;2;19;41;2;7;4;2;46;0;1;0;1;23;3;3;1;1;5;1;2;3;1;1;3;2;1;2;2014;39194;0;0;7486.6;2500;435
190000000655;19;1;40;2;19;56;2;6;1;2;156;0;1;0;1;23;3;3;1;1;5;1;2;3;1;1;3;2;1;2;2014;39194;406992.02;0;276774.81;115031.4;5174
190000000656;19;1;40;2;19;45;2;6;1;4;137;0;1;0;1;23;3;3;1;1;5;1;2;3;1;1;3;2;1;2;2014;39194;0;0;3490;2760;2223
190000000657;19;1;40;2;19;57;2;7;1;5;124;0;1;0;1;23;3;3;1;1;5;1;2;3;1;1;3;2;1;2;2014;39194;0;0;3517;2787;900
190000000658;19;1;40;2;19;43;2;6;1;2;156;0;1;0;1;23;3;3;1;1;5;1;2;3;1;1;3;2;1;2;2014;39194;0;0;16440;12376.05;3014
190000000659;19;1;40;2;19;53;2;3;1;2;63;0;1;0;1;23;3;3;1;1;5;1;2;3;1;1;3;2;1;2;2014;39194;29379.17;0;49131.01;42557.9;6917
190000000660;19;1;40;2;19;53;2;6;1;2;15;0;1;0;1;23;3;3;1;1;5;1;2;3;1;1;3;2;1;2;2014;39194;256628.61;0;7708.5;5514;1025
190000000661;19;1;40;2;19;57;2;6;2;2;137;0;1;0;1;23;3;3;1;1;5;1;2;3;1;1;3;2;1;2;2014;39194;712960.42;0;5022;4372;5745
190000000663;19;1;40;2;19;32;2;6;4;2;2;0;1;0;1;23;3;3;1;1;5;1;2;3;1;1;3;2;1;2;2014;39194;358948.89;54;559589.27;145406.81;82236
190000000664;19;1;40;2;19;24;2;7;4;2;69;0;1;0;1;23;3;3;1;1;5;1;2;3;1;1;3;2;1;2;2014;39194;0;0;5756;2856;1511
190000000665;19;1;40;2;19;51;2;6;4;2;105;0;1;0;1;23;3;3;1;1;5;1;2;3;1;1;3;2;1;2;2014;39194;288000;0;15648.42;8319;1042
190000000666;19;1;40;2;8;66;1;3;4;2;136;0;1;0;1;23;3;3;1;1;5;1;2;3;1;1;3;2;1;2;2014;39194;75000;0;3324;2594;1141
190000000667;19;1;40;2;19;53;1;3;1;2;124;0;1;0;1;23;3;3;1;1;5;1;2;3;1;1;3;2;1;2;2014;39194;110000;0;3490;2760;800
190000000668;19;1;40;2;19;59;1;1;2;2;41;0;1;0;1;23;3;3;1;1;5;1;2;3;1;1;3;2;1;2;2014;39194;573;0;3228;2498;346
190000000670;19;1;40;2;14;53;2;4;4;4;65;0;1;0;1;23;3;3;1;1;5;1;2;3;1;1;3;2;1;2;2014;39194;0;0;3490;2760;512
190000000671;19;1;40;2;19;51;1;6;1;2;137;0;1;0;1;23;3;3;1;1;5;1;2;3;1;1;3;2;1;2;2014;39194;0;0;3490;2760;298
190000000672;19;1;40;2;19;80;2;3;5;5;105;0;1;0;1;23;3;3;1;1;5;1;2;3;1;1;3;2;1;2;2014;39194;0;0;3524;2874;675
190000002199;19;1;40;2;19;38;1;6;1;4;124;0;0;0;2;22;2;1;7;4;2;4;1;1;3;2;1;2;5;1;2014;14861;0;0;0;0;53
190000002203;19;1;40;2;19;52;2;6;1;5;124;0;0;0;2;22;2;1;7;4;2;4;1;1;3;2;1;2;5;1;2014;14861;0;0;26515.7;2410;10311
190000002205;19;1;40;2;19;57;2;2;4;4;112;0;0;0;2;22;2;1;7;4;2;4;1;1;3;2;1;2;5;1;2014;14861;0;0;0;0;711
190000002207;19;1;40;2;19;51;1;6;4;2;63;0;0;0;2;22;2;1;7;4;2;4;1;1;3;2;1;2;5;1;2014;14861;0;0;4125;4125;321
190000002209;19;1;40;2;5;48;1;6;1;2;87;0;0;0;2;22;2;1;7;4;2;4;1;1;3;2;1;2;5;1;2014;14861;0;0;1302.5;1202.5;350
190000002211;19;1;40;2;19;41;2;3;1;4;46;0;0;0;2;22;2;1;7;4;2;4;1;1;3;2;1;2;5;1;2014;14861;0;0;4695;4695;1914
190000002212;19;1;40;2;19;43;2;6;1;2;156;0;0;0;2;22;2;1;7;4;2;4;1;1;3;2;1;2;5;1;2014;14861;15000;0;4825;2895;2780
190000002218;19;1;40;2;19;39;2;6;2;2;41;0;0;0;2;22;2;1;7;4;2;4;1;1;3;2;1;2;5;1;2014;14861;85000;0;8952.7;8952.7;1413
190000002220;19;1;40;2;19;46;1;1;4;4;124;0;0;0;2;22;2;1;7;4;2;4;1;1;3;2;1;2;5;1;2014;14861;0;0;1357.5;1357.5;101
190000002222;19;1;40;2;19;52;2;7;4;2;61;0;0;0;2;22;2;1;7;4;2;4;1;1;3;2;1;2;5;1;2014;14861;0;0;1155;1155;193
190000002223;19;1;40;2;19;44;2;3;4;5;112;0;0;0;2;22;2;1;7;4;2;4;1;1;3;2;1;2;5;1;2014;14861;0;0;6397.15;4642.5;1689
190000002224;19;1;40;2;19;50;2;6;2;2;57;0;0;0;2;22;2;1;7;4;2;4;1;1;3;2;1;2;5;1;2014;14861;0;0;6800;4775;1360
190000002225;19;1;40;2;19;50;2;6;1;2;2;0;0;0;2;22;2;1;7;4;2;4;1;1;3;2;1;2;5;1;2014;14861;0;0;4915;4860;550
190000002226;19;1;40;2;19;36;2;3;1;2;124;0;0;0;2;22;2;1;7;4;2;4;1;1;3;2;1;2;5;1;2014;14861;0;0;9422.57;9342.5;2291
190000002229;19;1;40;2;19;59;2;6;5;2;101;0;0;0;2;22;2;1;7;4;2;4;1;1;3;2;1;2;5;1;2014;14861;0;0;0;0;1795
190000003297;19;1;40;2;19;48;2;7;2;2;41;0;1;0;1;23;3;3;1;1;5;1;2;3;1;1;3;2;1;2;2014;39194;0;0;4289.9;3600;468
190000003305;19;1;40;2;19;42;2;6;4;4;117;0;0;0;2;22;2;1;7;4;2;4;1;1;3;2;1;2;5;1;2014;14861;81000;0;0;0;1030
190000003306;19;1;40;2;16;42;2;1;4;4;67;0;1;0;1;23;3;3;1;1;5;1;2;3;1;1;3;2;1;2;2014;39194;0;0;5987.65;5120.25;369
190000614943;19;1;40;2;19;49;2;1;1;5;35;0;0;0;2;22;2;1;7;4;2;4;1;1;3;2;1;2;5;1;2018;14861;0;0;3898;0;3405
190000614944;19;1;40;2;19;46;2;7;2;4;124;0;0;0;2;22;2;1;7;4;2;4;1;1;3;2;1;2;5;1;2018;14861;0;0;0;0;1484
190000614946;19;1;40;2;19;45;2;3;1;2;41;0;0;0;2;22;2;1;7;4;2;4;1;1;3;2;1;2;5;1;2018;14861;0;0;500;0;2025
190000614947;19;1;40;2;19;61;2;2;4;4;112;0;0;0;2;22;2;1;7;4;2;4;1;1;3;2;1;2;5;1;2018;14861;0;0;329;329;1074
190000614948;19;1;40;2;19;31;1;3;4;2;69;0;0;0;2;22;2;1;7;4;2;4;1;1;3;2;1;2;5;1;2018;14861;0;0;0;0;186
190000614949;19;1;40;2;19;59;2;3;1;2;132;0;0;0;2;22;2;1;7;4;2;4;1;1;3;2;1;2;5;1;2018;14861;0;0;1047.65;0;948
190000614950;19;1;40;2;19;42;2;7;1;2;132;0;0;0;2;22;2;1;7;4;2;4;1;1;3;2;1;2;5;1;2018;14861;0;0;4028.5;1000;1438
190000614951;19;1;40;2;19;53;2;7;1;2;169;0;0;0;2;22;2;1;7;4;2;4;1;1;3;2;1;2;5;1;2018;14861;0;0;52606;44916;5785
190000614952;19;1;40;2;19;54;1;6;4;2;2;0;0;0;2;22;2;1;7;4;2;4;1;1;3;2;1;2;5;1;2018;14861;0;0;0;0;244
190000614953;19;1;40;2;19;32;1;4;4;5;56;0;0;0;2;22;2;1;7;4;2;4;1;1;3;2;1;2;5;1;2018;14861;0;0;0;0;31
190000614954;19;1;40;2;19;56;2;3;1;2;59;0;0;0;2;22;2;1;7;4;2;4;1;1;3;2;1;2;5;1;2018;14861;0;0;0;0;1515
190000614955;19;1;40;2;19;49;2;6;4;5;117;0;0;0;2;22;2;1;7;4;2;4;1;1;3;2;1;2;5;1;2018;14861;0;0;2500;0;1635
190000614956;19;1;40;2;19;51;2;3;1;2;147;0;0;0;2;22;2;1;7;4;2;4;1;1;3;2;1;2;5;1;2018;14861;0;0;4675.1;3586.5;1306
190000614957;19;1;40;2;19;44;1;7;1;2;124;0;0;0;2;22;2;1;7;4;2;4;1;1;3;2;1;2;5;1;2018;14861;0;0;0;0;465
190000614958;19;1;40;2;19;49;2;3;1;2;47;0;0;0;2;22;2;1;7;4;2;4;1;1;3;2;1;2;5;1;2018;14861;0;0;25012.73;0;1711
190000614959;19;1;40;2;19;65;2;6;1;4;156;0;0;0;2;22;2;1;7;4;2;4;1;1;3;2;1;2;5;1;2018;14861;0;0;500;418;459
190000614960;19;1;40;2;19;38;2;3;1;4;124;0;0;0;2;22;2;1;7;4;2;4;1;1;3;2;1;2;5;1;2018;14861;0;0;0;0;1236
190000614961;19;1;40;2;19;35;2;6;4;2;61;0;0;0;2;22;2;1;7;4;2;4;1;1;3;2;1;2;5;1;2018;14861;0;0;20277.77;9560;5632
190000614962;19;1;40;2;19;58;2;6;1;2;70;0;0;0;2;22;2;1;7;4;2;4;1;1;3;2;1;2;5;1;2018;14861;0;0;2249.7;2249.7;1890
190000614963;19;1;40;2;19;22;1;7;4;2;69;0;0;0;2;22;2;1;7;4;2;4;1;1;3;2;1;2;5;1;2018;14861;0;0;139434.2;123338;1516
190000614964;19;1;40;2;19;42;2;3;4;5;41;0;0;0;2;22;2;1;7;4;2;4;1;1;3;2;1;2;5;1;2018;14861;0;0;2210.8;0;2087
190000614965;19;1;40;2;19;32;2;7;1;4;32;0;0;0;2;22;2;1;7;4;2;4;1;1;3;2;1;2;5;1;2018;14861;0;0;0;0;593
190000614966;19;1;40;2;19;57;1;6;4;4;137;0;0;0;2;22;2;1;7;4;2;4;1;1;3;2;1;2;5;1;2018;14861;0;0;0;0;226
190000614967;19;1;40;2;19;58;2;3;1;2;41;0;0;0;2;22;2;1;7;4;2;4;1;1;3;2;1;2;5;1;2018;14861;0;0;2055.2;0;902
190000614968;19;1;40;2;10;56;1;3;4;5;124;0;0;0;2;22;2;1;7;4;2;4;1;1;3;2;1;2;5;1;2018;14861;0;0;0;0;419
190000614969;19;1;40;2;19;53;2;6;1;5;124;0;0;0;2;22;2;1;7;4;2;4;1;1;3;2;1;2;5;1;2018;14861;0;0;2698.5;2298.5;1175
190000614970;19;1;40;2;19;50;2;3;1;2;41;0;0;0;2;22;2;1;7;4;2;4;1;1;3;2;1;2;5;1;2018;14861;0;0;0;0;342
190000614971;19;1;40;2;19;41;2;6;4;2;132;0;0;0;2;22;2;1;7;4;2;4;1;1;3;2;1;2;5;1;2018;14861;0;0;73196.9;33253.9;12862
190000615553;19;1;40;2;11;47;2;6;1;2;138;1;1;0;1;23;3;3;1;1;5;1;2;3;1;1;3;2;1;2;2018;39194;0;333;1440606.01;1131311.05;227914
190000615554;19;1;40;2;19;42;2;6;4;4;2;0;1;0;1;23;3;3;1;1;5;1;2;3;1;1;3;2;1;2;2018;39194;0;0;3658;3490.26;318
190000615556;19;1;40;2;19;60;2;3;1;5;111;0;1;0;1;23;3;3;1;1;5;1;2;3;1;1;3;2;1;2;2018;39194;0;0;1560;1560;629
190000615557;19;1;40;2;19;43;1;3;1;2;186;0;1;0;1;23;3;3;1;1;5;1;2;3;1;1;3;2;1;2;2018;39194;0;0;8000;5000;193
190000615558;19;1;40;2;19;62;2;6;4;2;101;0;1;0;1;23;3;3;1;1;5;1;2;3;1;1;3;2;1;2;2018;39194;0;0;0;0;8758
190000615559;19;1;40;2;26;49;2;6;1;2;94;0;1;0;1;23;3;3;1;1;5;1;2;3;1;1;3;2;1;2;2018;39194;0;0;29893.5;27841.5;3564
190000615560;19;1;40;2;19;58;1;6;2;5;164;0;1;0;1;23;3;3;1;1;5;1;2;3;1;1;3;2;1;2;2018;39194;0;0;200014.7;122101.03;1662
190000615561;19;1;40;2;19;27;2;7;4;2;69;0;1;0;1;23;3;3;1;1;5;1;2;3;1;1;3;2;1;2;2018;39194;0;0;0;0;1504
190000615562;19;1;40;2;19;31;2;7;1;2;102;0;1;0;1;23;3;3;1;1;5;1;2;3;1;1;3;2;1;2;2018;39194;0;0;0;0;897
190000615564;19;1;40;2;19;47;1;6;2;2;1;0;1;0;1;23;3;3;1;1;5;1;2;3;1;1;3;2;1;2;2018;39194;0;0;100000;27629.11;1042
190000615566;19;1;40;2;19;60;2;6;1;2;57;0;1;0;1;23;3;3;1;1;5;1;2;3;1;1;3;2;1;2;2018;39194;0;0;410688.45;261360;19971
190000615567;19;1;40;2;19;37;2;6;2;2;155;0;1;0;1;23;3;3;1;1;5;1;2;3;1;1;3;2;1;2;2018;39194;0;0;62804.51;49662.78;11004
190000615568;19;1;40;2;19;59;2;3;4;2;155;0;1;0;1;23;3;3;1;1;5;1;2;3;1;1;3;2;1;2;2018;39194;0;0;0;0;534
190000615569;19;1;40;2;19;52;2;7;1;2;161;0;1;0;1;23;3;3;1;1;5;1;2;3;1;1;3;2;1;2;2018;39194;0;0;6692;5607.75;398
190000615570;19;1;40;2;16;61;2;6;1;2;101;0;1;0;1;23;3;3;1;1;5;1;2;3;1;1;3;2;1;2;2018;39194;0;0;0;0;1243
190000629697;19;1;40;2;10;38;2;3;4;4;69;0;0;0;2;22;2;1;7;4;2;4;1;1;3;2;1;2;5;1;2018;14861;0;0;732;610;716
